item_id,timestamp,product_price,product_stock_level
PROD356,2014-02-10,9.5,75
PROD357,2014-02-16,37.4,70
PROD358,2014-02-22,99.5,0
PROD359,2014-02-28,9.0,2
PROD360,2014-03-09,7.6,73
PROD361,2014-03-12,64.7,64
PROD362,2014-03-13,62.5,60
PROD363,2014-03-15,77.4,76
PROD364,2014-03-16,14.2,93
PROD365,2014-03-21,82.4,64
PROD366,2014-03-22,61.6,65
PROD367,2014-03-25,2.4,4
PROD368,2014-04-09,38.5,73
PROD369,2014-04-19,89.7,85
PROD370,2014-04-21,20.9,42
PROD371,2014-04-21,79.9,69
PROD372,2014-04-21,91.3,99
PROD373,2014-04-21,74.2,74
PROD374,2014-04-24,85.2,21
PROD375,2014-04-28,38.5,79
PROD376,2014-04-29,80.4,86
PROD377,2014-05-02,63.6,88
PROD378,2014-05-03,50.1,34
PROD379,2014-05-07,64.4,74
PROD380,2014-05-26,93.6,10
PROD381,2014-05-26,6.7,9
PROD382,2014-05-28,29.2,65
PROD383,2014-05-30,30.0,22
PROD384,2014-05-30,29.9,68
PROD385,2014-06-01,96.2,84
PROD386,2014-06-01,55.5,72
PROD387,2014-06-02,22.6,13
PROD388,2014-06-03,8.3,32
PROD389,2014-06-11,96.4,82
PROD390,2014-06-12,11.2,53
PROD391,2014-06-12,32.5,36
PROD392,2014-06-19,54.3,41
PROD393,2014-06-24,46.8,34
PROD394,2014-06-28,91.2,3
PROD395,2014-07-03,21.1,88
PROD396,2014-07-04,94.3,19
PROD397,2014-07-09,30.3,76
PROD398,2014-07-12,90.2,12
PROD399,2014-07-13,9.3,48
PROD400,2014-07-22,17.3,27
PROD401,2014-08-01,81.7,8
PROD402,2014-08-11,15.5,81
PROD403,2014-08-14,57.1,7
PROD404,2014-08-16,79.9,92
PROD405,2014-08-16,80.9,68
PROD406,2014-08-19,13.5,86
PROD407,2014-08-23,82.8,22
PROD408,2014-08-23,8.0,2
PROD409,2014-08-23,23.4,87
PROD410,2014-08-30,54.9,74
PROD411,2014-09-06,91.5,59
PROD412,2014-09-11,65.6,88
PROD413,2014-09-14,28.0,93
PROD414,2014-09-15,43.1,82
PROD415,2014-09-19,28.5,48
PROD416,2014-09-20,85.9,7
PROD417,2014-09-22,78.0,40
PROD418,2014-09-22,14.8,84
PROD419,2014-09-23,65.9,96
PROD420,2014-09-24,42.0,66
PROD421,2014-09-25,35.5,67
PROD422,2014-09-28,55.7,90
PROD423,2014-10-07,97.2,15
PROD424,2014-10-09,9.1,3
PROD425,2014-10-11,52.8,28
PROD426,2014-10-12,48.3,5
PROD427,2014-10-21,63.7,20
PROD428,2014-10-27,42.9,25
PROD429,2014-11-02,64.8,24
PROD430,2014-11-05,55.7,92
PROD431,2014-11-10,20.7,52
PROD432,2014-11-10,31.1,91
PROD433,2014-11-17,96.2,39
PROD434,2014-11-18,91.8,55
PROD435,2014-12-03,69.0,67
PROD436,2014-12-08,5.5,84
PROD437,2014-12-08,57.5,54
PROD438,2014-12-15,50.1,79
PROD439,2014-12-16,26.7,51
PROD440,2014-12-19,90.2,47
PROD441,2014-12-20,57.0,44
PROD442,2014-12-25,42.4,84
PROD443,2014-12-27,45.0,92
PROD444,2014-12-28,59.3,6
PROD445,2014-12-29,66.3,14
PROD446,2014-12-31,56.4,15
PROD447,2015-01-08,77.2,28
PROD448,2015-02-08,45.6,61
PROD449,2015-02-13,77.9,32
PROD450,2015-02-13,19.6,55
PROD451,2015-02-19,21.0,10
PROD452,2015-02-19,74.9,24
PROD453,2015-02-19,18.2,0
PROD454,2015-02-27,35.8,51
PROD455,2015-02-27,8.5,42
PROD456,2015-03-02,38.3,31
PROD457,2015-03-04,51.9,11
PROD458,2015-03-08,42.5,52
PROD459,2015-03-08,62.9,64
PROD460,2015-03-08,43.6,83
PROD461,2015-03-09,50.6,64
PROD462,2015-03-09,48.6,97
PROD463,2015-03-13,78.8,6
PROD464,2015-03-13,14.1,96
PROD465,2015-03-14,78.1,81
PROD466,2015-03-18,58.8,72
PROD467,2015-03-18,98.4,91
PROD468,2015-03-26,36.2,44
PROD469,2015-03-30,66.4,33
PROD470,2015-03-31,71.0,80
PROD471,2015-04-04,1.3,59
PROD472,2015-04-07,64.9,36
PROD473,2015-04-12,60.6,84
PROD474,2015-04-16,22.5,79
PROD475,2015-04-18,23.6,45
PROD476,2015-04-23,35.7,0
PROD477,2015-04-24,80.7,38
PROD478,2015-04-24,49.2,56
PROD479,2015-04-26,39.9,11
PROD480,2015-04-27,83.6,58
PROD481,2015-04-30,53.0,4
PROD482,2015-05-01,78.0,33
PROD483,2015-05-05,30.5,56
PROD484,2015-05-05,83.5,59
PROD485,2015-05-10,51.8,3
PROD486,2015-05-10,8.5,51
PROD487,2015-05-11,48.9,51
PROD488,2015-05-12,66.3,24
PROD489,2015-05-13,34.1,51
PROD490,2015-05-15,49.3,21
PROD491,2015-05-19,38.4,23
PROD492,2015-06-03,76.2,80
PROD493,2015-06-04,94.3,59
PROD494,2015-06-04,18.5,31
PROD495,2015-06-04,34.7,18
PROD496,2015-06-05,59.9,94
PROD497,2015-06-12,30.3,83
PROD498,2015-06-15,20.9,8
PROD499,2015-06-23,67.8,88
PROD500,2015-06-25,32.8,55
PROD501,2015-06-28,71.7,2
PROD502,2015-07-01,77.6,6
PROD503,2015-07-08,12.4,30
PROD504,2015-07-11,59.7,18
PROD505,2015-07-19,34.4,78
PROD506,2015-07-19,93.6,65
PROD507,2015-07-23,3.2,21
PROD508,2015-07-30,66.3,61
PROD509,2015-07-30,55.1,65
PROD510,2015-07-31,89.7,76
PROD511,2015-08-06,47.2,84
PROD512,2015-08-09,5.7,71
PROD513,2015-08-13,68.9,25
PROD514,2015-08-27,11.2,7
PROD515,2015-08-31,33.0,77
PROD516,2015-09-04,57.0,94
PROD517,2015-09-11,22.2,42
PROD518,2015-10-02,84.0,54
PROD519,2015-10-09,52.5,21
PROD520,2015-10-09,74.4,90
PROD521,2015-10-16,10.8,14
PROD522,2015-10-30,77.1,89
PROD523,2015-11-04,54.7,12
PROD524,2015-11-10,54.4,72
PROD525,2015-11-12,5.1,98
PROD526,2015-11-12,43.0,25
PROD527,2015-12-03,4.6,79
PROD528,2015-12-05,15.1,80
PROD529,2015-12-05,33.6,13
PROD530,2015-12-31,36.3,13
PROD531,2016-01-07,64.7,75
PROD532,2016-01-07,55.6,62
PROD533,2016-01-12,95.8,20
PROD534,2016-01-13,49.4,77
PROD535,2016-01-15,82.9,38
PROD536,2016-01-18,87.5,2
PROD537,2016-01-18,53.5,35
PROD538,2016-01-20,75.8,17
PROD539,2016-01-26,21.2,3
PROD540,2016-02-14,42.3,69
PROD541,2016-02-17,63.0,80
PROD542,2016-02-18,2.5,52
PROD543,2016-02-22,0.8,27
PROD544,2016-02-25,65.2,66
PROD545,2016-03-05,72.0,29
PROD546,2016-03-12,71.9,31
PROD547,2016-03-16,90.5,55
PROD548,2016-03-17,48.6,95
PROD549,2016-03-26,11.7,7
PROD550,2016-04-12,3.7,91
PROD551,2016-04-13,24.5,90
PROD552,2016-04-16,5.2,83
PROD553,2016-04-26,79.5,70
PROD554,2016-04-29,2.5,34
PROD555,2016-05-06,11.8,89
PROD556,2016-05-06,58.4,15
PROD557,2016-05-12,31.7,21
PROD558,2016-05-17,66.3,7
PROD559,2016-05-19,41.4,16
PROD560,2016-05-19,79.0,70
PROD561,2016-06-04,75.3,95
PROD562,2016-06-12,34.6,18
PROD563,2016-06-15,10.7,98
PROD564,2016-06-16,52.2,8
PROD565,2016-06-18,41.4,58
PROD566,2016-06-20,10.9,93
PROD567,2016-06-26,47.5,60
PROD568,2016-06-30,0.8,90
PROD569,2016-07-09,48.7,34
PROD570,2016-07-10,59.2,46
PROD571,2016-07-12,77.1,67
PROD572,2016-07-15,59.3,34
PROD573,2016-07-17,14.1,77
PROD574,2016-07-20,32.8,62
PROD575,2016-07-25,12.1,37
PROD576,2016-07-31,77.5,98
PROD577,2016-08-02,65.3,3
PROD578,2016-08-12,49.1,42
PROD579,2016-08-19,63.8,54
PROD580,2016-08-25,75.6,64
PROD581,2016-08-26,84.9,77
PROD582,2016-09-04,90.5,60
PROD583,2016-09-09,99.6,48
PROD584,2016-09-09,77.4,98
PROD585,2016-09-09,14.8,56
PROD586,2016-09-18,61.1,30
PROD587,2016-09-21,42.1,23
PROD588,2016-09-26,92.9,7
PROD589,2016-10-01,5.9,61
PROD590,2016-10-09,2.9,87
PROD591,2016-10-10,41.1,38
PROD592,2016-10-11,29.7,73
PROD593,2016-10-12,5.5,49
PROD594,2016-10-16,86.0,75
PROD595,2016-10-18,85.5,97
PROD596,2016-10-19,84.9,37
PROD597,2016-10-21,11.6,91
PROD598,2016-10-22,4.5,20
PROD599,2016-10-25,81.1,85
PROD600,2016-11-10,31.6,22
PROD601,2016-11-15,49.0,86
PROD602,2016-11-21,72.9,10
PROD603,2016-11-28,25.8,28
PROD604,2016-12-01,20.0,34
PROD605,2016-12-03,62.0,26
PROD606,2016-12-11,81.1,57
PROD607,2016-12-12,30.8,46
PROD608,2016-12-22,85.0,78
PROD609,2016-12-28,82.8,46
PROD610,2016-12-30,34.3,33
PROD611,2016-12-31,41.5,77
PROD612,2016-12-31,94.5,68
PROD613,2017-01-02,21.9,54
PROD614,2017-01-07,6.4,56
PROD615,2017-01-15,69.5,49
PROD616,2017-01-19,78.5,31
PROD617,2017-01-24,89.6,75
PROD618,2017-02-01,44.2,18
PROD619,2017-02-16,8.8,87
PROD620,2017-02-16,10.2,69
PROD621,2017-02-22,46.8,22
PROD622,2017-03-04,62.6,53
PROD623,2017-03-08,58.4,78
PROD624,2017-03-11,92.8,46
PROD625,2017-03-12,3.6,92
PROD626,2017-03-12,0.5,34
PROD627,2017-03-18,59.9,70
PROD628,2017-03-19,50.5,65
PROD629,2017-03-22,92.6,34
PROD630,2017-04-01,93.1,44
PROD631,2017-04-05,77.3,0
PROD632,2017-04-11,79.6,2
PROD633,2017-04-16,95.8,27
PROD634,2017-04-18,93.4,4
PROD635,2017-04-19,12.2,23
PROD636,2017-04-24,26.4,39
PROD637,2017-04-28,37.3,17
PROD638,2017-04-29,29.4,36
PROD639,2017-05-11,21.9,95
PROD640,2017-05-20,24.1,4
PROD641,2017-05-24,74.7,16
PROD642,2017-06-03,47.7,65
PROD643,2017-06-08,41.4,84
PROD644,2017-06-14,83.0,89
PROD645,2017-06-22,98.9,22
PROD646,2017-06-29,3.2,41
PROD647,2017-07-01,58.8,0
PROD648,2017-07-02,12.3,99
PROD649,2017-07-03,24.3,80
PROD650,2017-07-03,14.8,43
PROD651,2017-07-07,33.3,62
PROD652,2017-07-08,53.4,70
PROD653,2017-07-09,27.2,84
PROD654,2017-07-10,28.9,60
PROD655,2017-07-13,44.4,16
PROD656,2017-07-16,7.3,82
PROD657,2017-07-17,6.3,90
PROD658,2017-07-25,93.6,49
PROD659,2017-07-28,64.2,59
PROD660,2017-07-30,24.1,68
PROD661,2017-08-04,86.8,68
PROD662,2017-08-11,54.5,68
PROD663,2017-08-12,62.6,98
PROD664,2017-08-19,12.7,55
PROD665,2017-08-20,70.6,86
PROD666,2017-08-21,79.5,58
PROD667,2017-08-24,16.2,5
PROD668,2017-08-30,35.4,73
PROD669,2017-08-31,92.8,42
PROD670,2017-09-05,63.4,12
PROD671,2017-09-07,28.4,16
PROD672,2017-09-12,84.8,53
PROD673,2017-09-20,45.6,66
PROD674,2017-09-26,100.0,48
PROD675,2017-09-28,39.5,3
PROD676,2017-09-30,45.0,33
PROD677,2017-10-01,42.0,85
PROD678,2017-10-17,9.6,59
PROD679,2017-10-21,54.0,10
PROD680,2017-10-25,6.0,83
PROD681,2017-10-31,45.5,89
PROD682,2017-11-03,64.6,23
PROD683,2017-11-06,43.7,3
PROD684,2017-11-07,14.9,42
PROD685,2017-11-08,57.3,71
PROD686,2017-11-08,69.2,92
PROD687,2017-11-15,73.3,98
PROD688,2017-11-22,73.6,61
PROD689,2017-12-04,7.3,87
PROD690,2017-12-04,42.4,18
PROD691,2017-12-11,92.0,36
PROD692,2017-12-13,55.2,71
PROD693,2017-12-21,43.0,55
PROD694,2017-12-24,64.7,47
PROD695,2018-01-01,41.1,9
PROD696,2018-01-06,67.7,28
PROD697,2018-01-07,92.6,71
PROD698,2018-01-17,13.4,48
PROD699,2018-01-20,76.4,39
PROD700,2018-01-23,81.4,95
PROD701,2018-02-03,18.6,84
PROD702,2018-02-07,28.1,49
PROD703,2018-02-17,90.3,68
PROD704,2018-02-17,33.9,10
PROD705,2018-02-21,75.4,60
PROD706,2018-02-21,51.6,82
PROD707,2018-02-24,45.1,66
PROD708,2018-02-26,91.6,16
PROD709,2018-03-09,24.1,64
PROD710,2018-03-11,41.1,0
PROD711,2018-03-14,79.8,97
PROD712,2018-03-16,72.1,4
PROD713,2018-03-29,55.0,6
PROD714,2018-04-04,66.2,64
PROD715,2018-04-18,23.4,15
PROD716,2018-04-19,55.7,44
PROD717,2018-04-23,13.4,52
PROD718,2018-05-24,2.0,70
PROD719,2018-05-30,63.1,43
PROD720,2018-06-01,69.9,10
PROD721,2018-06-03,87.4,93
PROD722,2018-06-04,76.8,6
PROD723,2018-06-05,22.5,17
PROD724,2018-06-06,84.3,44
PROD725,2018-06-09,53.3,50
PROD726,2018-06-13,62.9,5
PROD727,2018-06-16,29.1,14
PROD728,2018-06-21,48.9,62
PROD729,2018-06-26,45.5,13
PROD730,2018-07-10,5.7,81
PROD731,2018-07-15,49.3,69
PROD732,2018-07-17,58.8,3
PROD733,2018-07-25,49.0,23
PROD734,2018-07-26,9.2,54
PROD735,2018-08-05,59.3,53
PROD736,2018-08-12,57.0,97
PROD737,2018-08-17,50.4,20
PROD738,2018-09-09,52.6,42
PROD739,2018-09-15,95.0,98
PROD740,2018-09-21,4.2,45
PROD741,2018-10-01,8.5,6
PROD742,2018-10-16,38.8,81
PROD743,2018-10-19,28.6,78
PROD744,2018-10-29,47.6,34
PROD745,2018-10-29,32.2,6
PROD746,2018-11-04,43.2,20
PROD747,2018-11-04,79.0,65
PROD748,2018-11-10,91.6,73
PROD749,2018-11-11,47.5,8
PROD750,2018-11-11,51.4,99
PROD751,2018-11-12,32.4,98
PROD752,2018-11-13,48.5,89
PROD753,2018-11-13,90.8,75
PROD754,2018-11-14,44.5,74
PROD755,2018-11-18,27.7,23
PROD756,2018-11-22,81.4,90
PROD757,2018-11-24,38.0,15
PROD758,2018-11-26,55.7,90
PROD759,2018-11-26,82.0,97
PROD760,2018-11-29,85.7,79
PROD761,2018-12-02,7.2,98
PROD762,2018-12-05,18.4,13
PROD763,2018-12-10,15.6,45
PROD764,2018-12-12,28.5,69
PROD765,2018-12-18,15.6,82
PROD766,2018-12-21,75.5,28
PROD767,2018-12-21,92.7,26
PROD768,2018-12-26,18.9,8
PROD769,2018-12-31,24.2,12
PROD770,2019-01-04,88.6,38
PROD771,2019-01-04,37.8,85
PROD772,2019-01-08,34.0,14
PROD773,2019-01-08,80.0,41
PROD774,2019-01-10,90.8,94
PROD775,2019-01-14,97.7,66
